code,name,sector,current_price,predicted_price,expected_return,up_probability,risk,volatility,score
002415,海康威视,安防,33.277546649318886,33.536348785813075,0.7777079819659318,75,低,1.1547984329223593,54.833123945897796
002230,科大讯飞,AI,52.83472105993376,53.167453535798614,0.6297610154644558,69,低,0.5665426255721473,50.18928304639336
601728,中国电信,通信,5.957496832650256,5.982599962704739,0.4213704305624447,69,低,0.9112852261551792,49.56411129168733
002466,天齐锂业,锂矿,58.29874177967077,58.454959149792764,0.2679601057470293,69,低,0.3083276465913569,49.103880317241085
601012,隆基绿能,光伏,28.26440283928906,28.2844782874623,0.07102732114097618,69,低,0.28751085893328737,48.51308196342293
