code,name,sector,trade_type,current_price,predicted_price,expected_return,up_probability,risk,avg_day_volatility,t_suitability,liquidity_score,trend_strength,difficulty,final_score
512880,证券ETF,行业ETF,T+0,0.8772424597433263,0.9334499927692053,6.407297367061437,90,高,11.61208928653635,5,10,1.1339006323024352,较高,90.0
512480,半导体ETF,行业ETF,T+0,1.4622469931262283,1.5136748400077908,3.5170424096145267,90,高,14.767295009210759,5,10,1.0683795002584573,较高,90.0
512660,军工ETF,行业ETF,T+0,0.7547094452285089,0.7796609050122829,3.3061014330116336,90,高,19.092026393949833,5,10,0.09795284030615814,较高,90.0
