日期,开盘价,最高价,最低价,收盘价,涨跌幅%
周一（7/17）,13.69,14.150061910222448,13.352523644734758,13.809636362583085,0.8738960013373644
周二（7/18）,13.809636362583085,14.283727686321088,13.28410451049667,13.756367074472141,-0.38573997687060996
周三（7/19）,13.756367074472141,14.353930433692302,13.32777888513432,13.920236781506267,1.1912280774930797
周四（7/20）,13.920236781506267,14.795248340410058,13.46870969356635,14.330416364378527,2.9466422828180927
周五（7/21）,14.330416364378527,14.677243214930138,13.906225274620908,14.251133304872297,-0.553250216115879
