code,name,sector,current_price,predicted_price,expected_return,up_probability,risk,volatility,trend_strength,mom_1d,base_score,final_score
600887,伊利股份,乳业,31.223080662959948,31.652882033936535,1.3765501733032532,85,低,0.40598849911624385,0.006463393417844736,0.320586497233322,90,56.50620069321301
601728,中国电信,通信,6.0498480858545305,6.130481350490102,1.3328147003245445,85,低,0.7500107294138794,0.012865099509152869,0.6081439582435735,90,56.331258801298176
600900,长江电力,电力,24.36009305951225,24.647315126665966,1.179068021012999,85,低,0.20632482413047343,0.0042818555049338085,0.17663127781772087,90,55.716272084051994
002415,海康威视,安防,32.978101721140504,33.210631229479674,0.7051027688173614,85,低,1.0122634235500592,0.017465945207203876,0.8183070145355859,90,53.82041107526945
002460,赣锋锂业,锂矿,45.536667650308864,45.82445253338107,0.6319849429523599,85,低,1.3047558141561646,0.02180478976089621,1.0500667907505794,90,53.52793977180944
